playlist_idx,era_diversity,length_diversity,artist_diversity,popularity_diversity,sentiment_diversity,genre_diversity,cluster,cluster_name
57,0.19143325481419343,1.4546402436806027,4.6901165175936645,511.98702422145334,0.04870142089397394,0.37008165041486435,2,Focused Mood Crafters
58,1.6388398422706083,1.5546082072242513,5.134918517496292,502.9471053727614,0.08308387679662614,0.39085283041633306,3,Universal Explorer
59,0.0,1.2772649078465381,6.5858304697454635,327.82183364839324,0.06037912085812018,0.4018306344086671,1,Trend-Saavy Seekers
60,1.3673275844771209,1.568316493272887,4.075785138402966,330.75161588180976,0.1245449087114635,0.3484059928842547,3,Universal Explorer
61,1.290564432903234,0.9988455359952018,3.539470570797251,347.6256000000001,0.07928540650658986,0.4425853449084778,0,Consistent Loyalists
62,0.35335933502142136,1.4183203709705836,4.32323142879762,542.3822222222221,0.05121365862804598,0.32945926148535193,2,Focused Mood Crafters
63,0.0,0.9912642605354287,3.0269868333592873,238.02366863905326,0.05128665423025236,0.43542124094059736,0,Consistent Loyalists
64,1.4089163218195075,1.3216043006949463,4.137024275424949,409.905306122449,0.0991937154406685,0.4585905861480681,3,Universal Explorer
65,0.6111417341594978,1.1629782836437468,4.7304161517409975,716.4365432098764,0.057444529185882706,0.31648232361606127,2,Focused Mood Crafters
66,0.21639693245126462,1.2782038389853276,4.31971753049182,502.0451843043994,0.032612046320017726,0.36108431490355525,2,Focused Mood Crafters
67,0.48517800547157186,1.1051271955992026,4.9817280341697305,415.6795424051975,0.05798192279028253,0.2933295617056008,0,Consistent Loyalists
68,0.0,0.7732283485249176,3.7004397181410926,443.91715976331363,0.03994025376300374,0.29570496747836716,0,Consistent Loyalists
69,0.7476486749041042,1.0571088202101204,4.95073314830313,396.2552298817085,0.06224683554796246,0.3692913373008655,0,Consistent Loyalists
70,0.7372630092079077,1.2807433065156761,5.333241498888144,490.22498647917786,0.07306129409985787,0.3608455339910653,3,Universal Explorer
71,1.280019973431558,1.3421389558735093,4.297079327540666,485.0068027210885,0.07914388360821632,0.3737556475189383,3,Universal Explorer
72,0.0,1.3763567843800737,4.079840318038521,506.30484375,0.04221098142487701,0.41590618298358584,2,Focused Mood Crafters
73,0.7467366074830679,1.1549603442669736,6.082108552430529,584.4298576530356,0.04707316299633788,0.356710366176517,1,Trend-Saavy Seekers
74,1.1075342840486995,1.320543013705612,4.5171801572374415,638.3100346020761,0.07313251530630632,0.3699815287219006,3,Universal Explorer
75,0.0,1.368524170427626,4.630467804777305,520.3083808407481,0.04438798576476529,0.2747993465673712,2,Focused Mood Crafters
76,1.2720552088742005,1.4773344666381945,4.501629167387822,384.6232638888889,0.09259335745848808,0.44166903305404276,3,Universal Explorer
77,0.23481996173267738,1.1339846758287364,5.552599169497322,536.4373897707231,0.04870885551367141,0.42031652374525397,1,Trend-Saavy Seekers
78,0.21357981533827733,1.4360280794169702,5.387069643302054,678.2488509049124,0.06630884425796678,0.4024713072509904,1,Trend-Saavy Seekers
79,0.2974722489192896,1.2108100261060328,3.5368867237421666,415.191135734072,0.05439207758527137,0.28940951330235265,2,Focused Mood Crafters
80,1.7105094596152663,1.3715907904436706,4.624500053426934,438.91660367850847,0.1003027434189557,0.4330904818723337,3,Universal Explorer
81,0.36384699817692945,1.1917077730219827,3.4423977436865667,1086.359375,0.06459033034302589,0.2739782587092434,2,Focused Mood Crafters
82,1.6974357990762945,1.3546729768333716,6.1546001005063795,794.5402158915674,0.06799071377486417,0.4719116562009137,3,Universal Explorer
83,0.0,1.4634582986483033,4.386569246460625,339.3066666666667,0.06291532767339607,0.3068510838070883,2,Focused Mood Crafters
84,1.466195361765484,1.3999004408931535,4.490154936699811,933.8252467968914,0.07756281309537198,0.41190374910109057,3,Universal Explorer
85,0.39467882659151304,1.4324802167200021,4.469943492739723,445.44639152223175,0.04994470682180458,0.3652897598604634,2,Focused Mood Crafters
86,0.04324154504802915,1.4232809230730759,5.580908230871666,474.51626468494135,0.04292717539362354,0.3555918215938021,2,Focused Mood Crafters
87,0.12741851179235877,0.8250466242104648,6.680688114603374,498.5084641428132,0.05390505436790887,0.37409449624463215,1,Trend-Saavy Seekers
88,0.10928571467638522,1.1506256843401235,4.383305304327077,480.84840369670235,0.08832841607172548,0.454528099806576,0,Consistent Loyalists
89,0.35010382786665806,1.53196125375265,4.50039140932341,308.61565096952916,0.08743183778495728,0.44508782811459807,3,Universal Explorer
91,0.3591016256485496,1.4932723150027822,5.85580189728771,538.182722107438,0.06241136843569834,0.4437307677337321,1,Trend-Saavy Seekers
92,0.2347802283263229,1.4435492817776552,5.76982337222547,544.5018140284868,0.04914866516257779,0.3175830402671718,2,Focused Mood Crafters
93,0.6051865766334206,0.691289869405789,4.680813428089396,432.05212620027436,0.07342676752952196,0.2278075778855912,0,Consistent Loyalists
94,0.13303964861069895,1.4439712744131419,5.566605810103242,490.5181755829904,0.04484792873246712,0.3399706062892837,2,Focused Mood Crafters
95,0.07360348308562405,1.2300281459774642,5.878434386188784,567.0936702806122,0.06548783538625089,0.3471886206634179,1,Trend-Saavy Seekers
96,1.636360257105198,1.5021868372545355,5.728591646779424,961.6484487216318,0.1044245487640058,0.4165199689960012,3,Universal Explorer
97,0.0,1.4854380224745127,4.850224898960874,567.3637143417312,0.04847624291256578,0.3452678655237844,2,Focused Mood Crafters
98,0.9595860474667921,1.2115287713972962,4.426195043169283,739.6301652892563,0.06870180065649799,0.3433048259000973,1,Trend-Saavy Seekers
99,0.225363639127395,1.2532155437374302,5.964320595516231,488.6945454545457,0.05938940631084275,0.37018713910331735,1,Trend-Saavy Seekers
100,0.7382848661434506,0.8112781244591328,3.636842188131012,175.69270833333334,0.06944918635981197,0.35701709586134966,0,Consistent Loyalists
101,0.5593002126304905,1.2576735962682495,5.0935832982286655,854.8570501730104,0.06804056084087969,0.4196319597459018,1,Trend-Saavy Seekers
102,1.3163696295720437,1.225610320036988,5.267910081333294,622.4540289256198,0.062488321982269786,0.3383521475866584,3,Universal Explorer
103,0.964078764808229,1.1941737342569119,3.6835423624332306,1286.6820987654323,0.06969874711231144,0.3892323348459217,1,Trend-Saavy Seekers
104,0.21639693245126462,1.2332570395415439,4.418157288156418,517.1676575505351,0.07182573121137353,0.37619608553111084,1,Trend-Saavy Seekers
105,0.0,0.39124356362925566,3.7004397181410926,594.5325443786982,0.08061309813836894,0.38651361600676437,0,Consistent Loyalists
106,1.0299535906627217,1.2130604396700206,4.564820101298678,490.24943310657596,0.07610044129814138,0.4108942166058865,3,Universal Explorer
107,0.9179980584649191,1.4130287262553756,5.676680450028277,568.3422132937375,0.08222807216864418,0.4173993562919605,3,Universal Explorer
108,1.5447145963203703,1.290424244410227,5.09140470703333,461.73468759618356,0.07193993493822856,0.4281842915333729,3,Universal Explorer
110,0.5675184071927063,1.316177881357357,5.520294581472243,651.9640816326531,0.06190003309161846,0.42342560777251564,1,Trend-Saavy Seekers
111,0.35089200262083625,1.3470624465271648,5.576160444397466,507.04414135984945,0.044285934029757085,0.39230006579908305,2,Focused Mood Crafters
112,0.0,1.4591479170272446,3.938721875540867,611.2482638888889,0.028548422906194724,0.40467623004923964,2,Focused Mood Crafters
113,0.12741851179235877,0.8246084705609582,5.383598076016726,581.8467220683287,0.09299548573055363,0.3850612419037754,0,Consistent Loyalists
114,1.409916332882382,1.4203738911159232,6.083153493794785,500.17269841269837,0.10445225809444997,0.37950209403923174,3,Universal Explorer
115,0.40107840018740165,1.3172472608195578,4.815123160142246,615.9076505205976,0.042634224431689065,0.38743949723181365,2,Focused Mood Crafters
116,0.31599713297842463,1.312962257132801,4.741304224143945,702.0263265306122,0.060098118882919264,0.45746966906667225,1,Trend-Saavy Seekers
117,0.39124356362925566,1.4657295544036262,5.499108377101765,739.4343678299723,0.0479394047285298,0.32204214741784537,2,Focused Mood Crafters
118,0.3021736184787951,1.1046328644789427,5.366327651821321,404.89166377615913,0.10561603269649235,0.44722596701251205,0,Consistent Loyalists
119,1.2646726793957221,1.474041717473638,3.6539967386657093,299.9659735349717,0.06483297522667136,0.33173659742399086,2,Focused Mood Crafters
120,0.29957990120699707,0.8765734297448892,5.412410282058368,305.5223966942148,0.0631995559764742,0.45081725289077285,0,Consistent Loyalists
121,0.8387373420456392,1.3498861108866533,5.590879885753043,761.4611029948868,0.07099675511848823,0.43179999641150907,1,Trend-Saavy Seekers
122,0.0,0.9707450578356165,4.201231789474709,522.047783933518,0.05936804374154044,0.249068451210986,0,Consistent Loyalists
123,0.5435644431995964,0.9097361225311662,4.193942707918269,711.834375,0.07008122033933478,0.3863149748535576,0,Consistent Loyalists
124,1.9340425795611353,1.3821022532543101,4.105653242423439,274.25925925925924,0.09667364081489341,0.40532496138875135,3,Universal Explorer
125,0.8012992409119813,1.3172859044211092,6.603640456712361,702.6971657618986,0.08630312737194659,0.41841244893615487,1,Trend-Saavy Seekers
126,1.0119165532988361,1.0235748865442245,5.6242902198508755,360.9189443182708,0.06042622663278696,0.27020092538730955,0,Consistent Loyalists
127,1.0032915857971259,1.4980621240179997,4.930873710245687,528.3614159426916,0.04183959537431093,0.3800202688515025,2,Focused Mood Crafters
128,0.08928947906233338,1.3943830019212893,5.930117755266603,545.1769287241852,0.04496617373812869,0.2888782652250087,2,Focused Mood Crafters
130,1.1567796494470395,1.295461844238322,3.121928094887362,531.8900000000001,0.03257621134974964,0.3824192310490449,2,Focused Mood Crafters
131,0.1399213583393862,1.0733457158394684,6.1299475951679945,664.5375326601228,0.05721837132413602,0.4038707410963262,1,Trend-Saavy Seekers
132,0.1485494904303482,1.2014051148553606,5.325761458014586,349.75826165685834,0.059009542462418574,0.45497280519183214,1,Trend-Saavy Seekers
133,1.5739896062215641,1.3801976028511764,3.6222844210536547,157.8753462603878,0.08928680306811661,0.35778437079531517,3,Universal Explorer
134,0.5254506799086206,1.5200027946554828,5.1534981339609285,471.0209709853491,0.059173358666176304,0.3842011605412545,2,Focused Mood Crafters
135,1.919512948823729,1.5352524224994655,6.090032776601483,481.50467451523554,0.08416356992207091,0.32661543088591255,3,Universal Explorer
136,0.362051251733998,1.334599425999111,4.418157288156417,626.2806183115339,0.05817028115512791,0.43997542725969435,1,Trend-Saavy Seekers
137,0.15109697051711368,1.4281945908435036,4.615422010169679,807.1044423440454,0.047300790101847186,0.3728204470827424,2,Focused Mood Crafters
138,0.0,1.5351341225283113,5.075233551701338,719.4109347442678,0.0638121451515233,0.4089363804801715,1,Trend-Saavy Seekers
139,0.0,1.1567796494470395,2.965957320949175,576.6274999999998,0.04323193372982563,0.2970735916702855,2,Focused Mood Crafters
140,0.08807225904068132,1.3896561444326836,7.075077818503819,478.5498765432099,0.06150471189319522,0.2956429112887997,2,Focused Mood Crafters
141,1.1146737159036495,1.0469681946162495,5.18525944343983,925.7302225272033,0.07100342979325941,0.33626671877801795,1,Trend-Saavy Seekers
142,0.18717625687320816,1.3216043006949463,5.0721401598021085,236.85387755102042,0.089780361329653,0.3646765331138045,0,Consistent Loyalists
143,1.3312092480846043,1.3180580665523531,4.479544455278562,672.7925025405548,0.06735983554228515,0.4133988692741416,3,Universal Explorer
144,1.9692044761060805,1.5130614129080961,5.909440452801155,754.5414737654321,0.0855644087568371,0.442402272318849,3,Universal Explorer
145,0.36354633523726093,1.2524300382286846,6.0344614833569885,493.1040128303652,0.06952008843327773,0.3974982088095799,1,Trend-Saavy Seekers
146,0.0,0.863120568566631,3.3248629576173565,456.7755102040816,0.053259681983945005,0.4196462846761532,0,Consistent Loyalists
147,0.08214305133815328,1.3577059159433982,5.177281053904819,805.8235110370679,0.05122545033156343,0.3148317703913593,2,Focused Mood Crafters
148,1.7872087135702293,1.2838868242312453,4.423251796980339,492.1326530612246,0.04781308070215846,0.35770835986030125,3,Universal Explorer
149,1.9372573642614423,1.4562507550631272,6.713368407071296,608.5924324324325,0.07728171810688099,0.4283258227787711,3,Universal Explorer
150,1.0355818111935688,1.1104488100045833,5.286729870981167,829.8528934559221,0.064368885506493,0.3988996934634085,1,Trend-Saavy Seekers
151,0.1485494904303482,0.25387844029816153,4.1586390543491945,459.403349932096,0.0818473628051121,0.37797615287348096,0,Consistent Loyalists
152,0.0,1.1615460345856339,3.6545754310735483,562.1311636114107,0.10450121961474142,0.42297728761876563,0,Consistent Loyalists
153,0.2616883425284311,1.0984601620356864,6.398244909841883,563.66435667361,0.06823665219024136,0.4183182568240098,1,Trend-Saavy Seekers
154,0.4782501641071145,1.0967082906400232,4.2848521444096805,686.8096885813148,0.05635322615439125,0.433244828861728,1,Trend-Saavy Seekers
155,0.0,1.0017277215547198,5.061413374672863,610.5952600800248,0.07175869609410138,0.364044482918566,1,Trend-Saavy Seekers
156,0.1485494904303482,1.1622337567842163,4.852045234472238,808.9171570846537,0.052028037403371426,0.4233440367068259,1,Trend-Saavy Seekers
158,0.818768394197924,1.363375399980632,5.9770655404395345,577.413003926075,0.06173682890782691,0.4220220036638333,1,Trend-Saavy Seekers
159,0.839500605095512,1.3550281185835302,5.807575099855629,790.4113498263888,0.048226788862674376,0.33721109038970615,1,Trend-Saavy Seekers
160,1.3545534850977394,1.3698019446681393,6.121691015187443,501.20237343769725,0.08139304302705833,0.36469311818761374,3,Universal Explorer
161,0.18312206830137276,1.255588031520249,4.361052349254431,568.4722222222222,0.0664333730658396,0.4260600022510533,1,Trend-Saavy Seekers
162,0.2761954276479391,1.2009102795095283,2.7121168268195084,327.7732426303855,0.06864162596691566,0.41655101614087425,0,Consistent Loyalists
163,0.17484673724763006,1.1697240473385533,7.053799150191011,557.3022669334722,0.06063271456924621,0.44410173726058527,1,Trend-Saavy Seekers
164,1.215137978960552,1.2475562489182659,5.748499307625773,681.624375,0.08045833307856519,0.2994537591152504,3,Universal Explorer
165,0.4044483864864383,1.2261825997324056,4.954612948273372,547.6433402705514,0.05162306611196834,0.40187741727998216,1,Trend-Saavy Seekers
166,0.8403586716091171,0.9821914812600294,5.452149418096981,814.387409598948,0.05766796115936328,0.3802194621508069,1,Trend-Saavy Seekers
167,0.08499555983671264,1.358994946995495,5.173496938028686,444.2911951109098,0.07567056756565645,0.2840897566148272,2,Focused Mood Crafters
168,1.1655498193580116,1.3270089026073437,3.852994314258864,616.167696855684,0.05677575097548336,0.3726660302116954,2,Focused Mood Crafters
169,0.3095434291503252,1.0359821012732537,4.742460938032781,385.01817558299047,0.06840487844327331,0.348813955862128,0,Consistent Loyalists
170,0.4745615173564006,1.281763530289941,6.7523151052226975,633.3491685890043,0.05288669815308517,0.38963791941848397,1,Trend-Saavy Seekers
171,0.0,1.4561335655649301,3.900685965231762,576.0450170927467,0.039171745821092785,0.32180808814947065,2,Focused Mood Crafters
172,0.9580307161708923,1.4614709166394149,6.072368749488242,488.937027410208,0.06047340619995923,0.3994270395135422,3,Universal Explorer
174,0.9686561905049844,1.557930785086727,2.4201026530417677,203.0188609467456,0.09876821443049102,0.3659860037223647,3,Universal Explorer
175,1.1240128376643246,1.5022335271492993,6.3223842924959275,450.5358448753462,0.08212151892489891,0.4032915619951142,3,Universal Explorer
176,1.9512187197544044,1.5834208847446596,6.410384767084928,717.3423519639255,0.09101372331660808,0.40169552834047195,3,Universal Explorer
177,1.4684033477411456,1.4294381413215698,4.710718516546611,283.98117035954874,0.09494425082878734,0.3309499315650365,3,Universal Explorer
178,0.0,1.0454679397574373,6.290132970472396,468.1283471837488,0.060239803593836024,0.39150150556132846,1,Trend-Saavy Seekers
179,1.1361206573296734,1.2070980290165003,4.765820791409969,473.82911153119085,0.05405245454400301,0.3673041031706627,1,Trend-Saavy Seekers
180,0.9270131277983917,1.486565953154142,5.490541514989917,613.7558299039781,0.05249819082960138,0.38489644231807574,1,Trend-Saavy Seekers
181,0.38254266919774566,1.259756468731008,4.693660689688189,764.4004000000001,0.05102505245726665,0.389466136362175,1,Trend-Saavy Seekers
182,0.228538143953528,1.5304930567574826,4.735435926917042,524.1479286694101,0.04577184654940488,0.33914233126321913,2,Focused Mood Crafters
183,0.0,1.3015742892816131,3.170543891762937,407.640831758034,0.04200730262453307,0.3464158051165506,2,Focused Mood Crafters
184,0.6952931325325005,1.5766105991479384,4.995766245156566,448.95699411498396,0.06846989449297772,0.47014362726026826,3,Universal Explorer
185,1.090109495425593,1.4978970399241542,6.002272140337637,516.5122450244901,0.07650988032087212,0.43277993298049033,3,Universal Explorer
186,1.025223033245723,1.1955408106806318,2.07192140598032,361.9750148720999,0.045217244816862054,0.3828998705652153,0,Consistent Loyalists
187,0.41614711355001016,1.400899524365982,4.8352378944790635,761.0847474204116,0.053042567158505576,0.4190481845695928,1,Trend-Saavy Seekers
188,1.2867841337767103,1.4823937016443556,4.256564762130954,883.338888888889,0.08235286258695122,0.4667463649295451,3,Universal Explorer
189,1.1204352326360545,1.342851128598483,5.283856189774726,728.1696000000001,0.09798629520173646,0.4326388628236833,3,Universal Explorer
190,0.0,1.1180782093497093,4.277613436819115,601.5805785123968,0.04549158694553137,0.3297237216879488,2,Focused Mood Crafters
191,0.3372900666170139,0.8112781244591328,3.875,451.609375,0.06118478375153156,0.2562579026109859,0,Consistent Loyalists
192,0.7075696535050608,1.5303120366919818,4.593069207771891,757.2448979591837,0.04081295549003731,0.4108511221758747,2,Focused Mood Crafters
193,0.66493326750643,0.9927744539878083,4.215311532225102,789.6975,0.049680598766020656,0.3575141338040599,1,Trend-Saavy Seekers
194,0.1370994788998177,1.1957905680753376,4.738593325237178,657.0957840236687,0.09514083032545814,0.41453488893296303,1,Trend-Saavy Seekers
195,0.4262286569981449,1.1863929342238186,4.2626923908396215,607.4706994328922,0.07655126647919579,0.3424932153667584,0,Consistent Loyalists
196,0.0,1.1682513782149413,5.041010577489153,412.7052154195011,0.05013678914057368,0.27935071912191267,2,Focused Mood Crafters
197,0.30499172984665074,1.3486367876447272,5.373677430057857,563.5427265306122,0.04709717125615293,0.3403257286995137,2,Focused Mood Crafters
198,0.362051251733998,1.0735519991730582,4.720049960644812,1046.0927467300833,0.059718549878707936,0.3029185573390027,1,Trend-Saavy Seekers
199,0.0,1.3092966682370037,3.4594316186372978,209.15702479338842,0.08118205081606354,0.38777037217227367,0,Consistent Loyalists
200,0.2580186686648155,1.1863929342238186,3.1377226960166995,1201.4480151228738,0.07036724897346724,0.37568803596053507,1,Trend-Saavy Seekers
201,1.1019509354528871,1.186666055581577,3.3735905799268164,347.79283446712014,0.06049856462364891,0.38896939876973824,0,Consistent Loyalists
202,0.6607868550348759,1.4196163893281857,5.2582422217047995,565.986732819824,0.054374392212988745,0.40162519759185017,1,Trend-Saavy Seekers
203,0.9902246902198684,0.8203636429576731,4.095583802402712,1017.8388318009734,0.04675034488284517,0.4234721444275595,1,Trend-Saavy Seekers
204,1.8647869792568113,1.384431504340598,3.8553885422075336,238.75,0.0927489357867063,0.4119243779354716,3,Universal Explorer
205,1.2256906163248358,1.471777358486757,5.353505974675497,798.4621142574679,0.08215187526042023,0.39535320072892954,3,Universal Explorer
206,0.5922012078718629,1.344297283310092,5.884168106904724,594.0624717066545,0.0699732657773748,0.2998328368163167,2,Focused Mood Crafters
207,0.0,1.480303360036161,4.599804804415729,504.46902548001447,0.04215477718872151,0.3304609420293985,2,Focused Mood Crafters
208,1.215959583406913,1.565261368812132,3.9848902225161016,617.9869387755103,0.025284300063079194,0.2900507384681213,2,Focused Mood Crafters
209,1.337418816872506,1.2746209942375337,4.219234090884983,489.6157049375372,0.06325821163063898,0.43609752348116704,3,Universal Explorer
210,0.0,0.8904916402194913,1.9877733714879842,500.4378698224852,0.05103831113839838,0.497310372116609,0,Consistent Loyalists
211,0.47986465755120905,0.9860558688785888,5.056336930719163,413.810112036771,0.06924181757158375,0.41634848238883226,0,Consistent Loyalists
212,0.6474969044284047,0.9630501168442214,5.584871001852602,337.83503124928455,0.06330441962673068,0.3716460991141232,0,Consistent Loyalists
213,0.2974722489192896,1.312430802347936,3.9321380397593746,816.9030470914128,0.05547368758108623,0.3059001515217962,2,Focused Mood Crafters
214,0.22432696034508792,1.2757909140159558,5.850825274668288,585.2858179706778,0.05702504545771587,0.40778540275035674,1,Trend-Saavy Seekers
215,0.0,1.4908965118840483,4.46246593170386,561.0652111462224,0.03570344027637776,0.32131911421464987,2,Focused Mood Crafters
216,0.39468355624541945,1.175838708367759,5.095175521464347,628.2912326388888,0.060484817081657906,0.3541857431971624,1,Trend-Saavy Seekers
217,0.3095434291503252,1.0848053847442471,5.02555272465876,586.525377229081,0.0626751335028991,0.4634408388678989,1,Trend-Saavy Seekers
218,0.992993194076672,1.0098416356875357,5.230062616313962,394.2058339266643,0.07037247207699728,0.4011951818139009,0,Consistent Loyalists
219,0.30445512406442216,1.2786487856970643,5.687307746342617,498.83870967741933,0.0738243481160179,0.48169295688806224,1,Trend-Saavy Seekers
