playlist_idx,cluster,dataset_type,num_tracks,track_idx_list,tracks_to_predict,num_edits,avg_tracks_per_edit,num_artists,popularity_mean,era_early_years_proportion,era_classic_era_proportion,era_golden_era_proportion,era_2000s_proportion,era_modern_era_proportion,length_short_proportion,length_medium_proportion,length_long_proportion,genre_Instrumental / Ambient Sounds_centroid,genre_Soft Acoustic / Classical_centroid,genre_Orchestral / Soundtrack_centroid,genre_Mid-tempo Pop / Indie_centroid,genre_Upbeat Electronic / Dance_centroid,genre_Slow & Melancholic (Sad Songs)_centroid,genre_Experimental / Jazz Fusion_centroid,genre_Lo-Fi / Chill Vibes_centroid,sentiment_joy_centroid,sentiment_calm_centroid,sentiment_sadness_centroid,sentiment_fear_centroid,sentiment_energizing_centroid,sentiment_dreamy_centroid
11,3,train,208,"[68046, 122262, 157438, 27247, 176048, 90338, 60862, 228467, 152171, 182474, 173572, 83073, 9184, 185117, 247821, 233897, 250666, 250055, 108926, 73797, 195612, 172052, 186654, 116526, 214455, 228017, 175502, 157540, 233340, 203853, 148761, 107926, 106101, 129438, 126579, 76400, 247362, 123028, 136678, 136789, 16655, 26156, 118255, 101395, 137857, 31790, 102325, 25533, 116305, 51466, 196422, 232052, 103096, 169649, 198274, 109223, 243171, 143802, 29637, 8697, 200786, 190123, 213155, 60216, 132848, 116160, 86562, 236191, 157455, 219497, 96201, 199022, 236691, 133432, 79147, 251738, 144271, 99771, 6425, 153843, 239376, 32917, 169936, 10492, 70687, 59486, 96736, 223227, 8250, 3237, 53173, 72480, 16964, 79653, 104009, 226464, 221280, 214439, 200975, 146311, 251870, 16055, 184596, 155438, 226743, 137376, 67057, 197604, 182485, 164093, 86937, 204278, 186, 245871, 244768, 35974, 93115, 72042, 4483, 18538, 213651, 131594, 110040, 101519, 184353, 39964, 163691, 96206, 247400, 187316, 90602, 57707, 207647, 168455, 199280, 1272, 216535, 140529, 10942, 67577, 249909, 46141, 49840, 187818, 225288, 48029, 251444, 121804, 195310, 188465, 232826, 45596, 249068, 64834, 74985, 103120, 193341, 65097, 206365, 154634, 4146, 209867, 122961, 110925, 215620, 193035, 182338, 6963, 250952, 49244, 184637, 142306, 207126, 101284, 214360, 65380, 163852, 14295, 75967, 160329, 141809, 176307, 10377, 187827, 193035, 182338, 71779, 231879, 83926, 64289, 179253, 115640, 138707, 74049, 239781, 179931, 164178, 166866, 103647, 100472, 170834, 93257, 48184, 171113, 197623, 212239, 189453, 157540]","[69741, 214829, 111133, 188226, 227497, 247811, 239559, 10473, 121036, 214967]",35,5.892,102,42.46153846153846,0.0,0.0096153846153846,0.1778846153846154,0.4663461538461538,0.3461538461538461,0.0240384615384615,0.4278846153846153,0.5480769230769231,0.56003851,0.03617721,0.04703238,0.10392598,0.03573855,0.02770505,0.08858868,0.10079365,0.11947878,0.09043441,0.16597212,0.16757344,0.25173139,0.20480987
12,2,val,215,"[56172, 7246, 182126, 92917, 68192, 241171, 126171, 160847, 131216, 12262, 208529, 215844, 79869, 88395, 52002, 81905, 112972, 150463, 134896, 217522, 244, 96494, 70177, 176926, 55874, 248553, 122543, 87495, 105748, 146644, 49756, 200727, 179215, 87387, 53696, 134590, 225063, 97656, 187740, 111522, 110296, 75949, 213249, 75808, 112989, 51016, 124950, 68922, 38983, 64021, 243245, 67296, 234425, 200459, 187773, 185376, 234346, 109386, 59991, 193268, 204620, 209260, 32090, 142590, 123193, 121534, 99868, 191776, 231041, 216252, 9570, 193913, 95117, 182012, 117162, 91104, 7166, 102371, 101042, 206319, 31828, 208873, 6089, 163186, 6814, 217892, 221517, 59422, 206924, 197797, 233363, 17097, 74219, 62824, 74219, 164130, 56342, 36082, 214030, 225232, 4032, 182487, 148529, 70117, 176660, 46117, 221205, 199169, 74437, 158776, 48664, 228423, 86100, 219712, 250612, 53296, 175947, 225934, 47517, 89783, 200604, 139934, 52745, 112777, 48129, 79419, 227773, 184914, 241639, 185260, 93178, 203716, 141910, 129736, 244438, 95341, 170318, 103696, 97994, 56560, 79866, 192702, 214079, 177721, 76934, 143352, 126688, 76802, 9225, 182178, 98794, 99084, 159203, 151584, 56522, 102413, 74607, 6353, 220810, 176650, 32765, 190654, 175861, 132829, 81905, 112371, 139261, 108152, 215457, 88490, 36325, 90724, 145235, 75133, 125154, 60664, 68983, 81702, 28799, 132856, 43658, 99587, 173512, 243131, 208661, 4129, 219726, 158334, 9225, 118916, 125818, 28833, 196614, 162866, 237699, 177894, 87172, 176881, 167106, 62001, 172576, 91701, 56822, 105114, 37717, 61697, 113948, 14480, 39770, 217332, 208873, 250946, 241171, 23686, 129849]","[104025, 202934, 23918, 136867, 230111, 122751, 77655, 240699, 206783, 64550]",20,10.714,77,43.48837209302326,0.0,0.0,0.0325581395348837,0.0744186046511627,0.8930232558139535,0.1441860465116279,0.427906976744186,0.427906976744186,0.46789372,0.05171091,0.10504327,0.15536954,0.03784302,0.03839732,0.07492514,0.06881707,0.06338775,0.04993455,0.2274079,0.21304645,0.27493134,0.171292
13,0,train,16,"[64814, 216679, 906, 223791, 215776, 14182, 18731, 164569, 200822, 60175, 245520, 98496, 29052, 125885, 35953, 182512]","[16836, 77443, 209271, 225849, 187032, 113368, 120333, 58552, 57996, 188052]",3,5.2,14,35.125,0.0,0.0,0.0,0.0,1.0,0.125,0.8125,0.0625,0.29744317,0.03908474,0.1684799,0.16061568,0.06221226,0.06705226,0.07223083,0.13288116,0.07763613,0.07334986,0.17282418,0.1829318,0.27242119,0.22083685
14,1,train,204,"[191641, 200050, 174051, 205054, 90724, 77411, 173476, 24354, 159681, 214139, 121997, 193954, 140434, 157873, 104888, 186705, 63084, 48553, 105810, 204990, 20640, 89047, 203605, 164531, 60468, 136880, 93216, 43658, 153308, 139737, 125154, 175069, 36952, 163396, 12262, 68983, 218524, 49975, 11397, 99566, 209344, 234559, 242659, 93253, 31620, 48566, 142389, 74125, 245377, 21235, 230111, 143512, 64021, 152739, 174543, 251114, 64021, 13475, 48207, 68984, 33309, 116781, 245039, 177405, 35425, 83488, 109034, 102371, 124237, 136899, 222855, 37668, 203448, 85556, 13559, 186992, 111314, 110695, 182536, 98839, 36171, 47611, 30051, 142373, 49870, 60473, 180819, 216240, 149530, 99481, 70529, 14975, 211056, 137396, 173397, 111522, 241711, 31199, 161346, 56803, 32765, 187162, 117162, 141325, 96494, 109489, 231431, 181220, 121495, 127724, 17872, 2000, 105112, 56876, 32876, 98109, 76348, 8445, 87648, 237415, 164641, 245545, 125706, 112303, 221079, 141992, 61894, 137148, 39349, 250946, 72522, 143123, 116049, 219734, 16769, 35237, 225936, 237528, 27071, 216374, 201280, 29626, 237495, 153473, 37318, 19313, 88196, 77330, 34962, 135404, 217464, 201014, 198106, 120812, 203509, 235367, 212849, 242528, 199917, 189924, 218728, 205659, 110859, 183917, 121753, 249109, 54047, 57687, 168606, 207513, 202106, 84826, 155439, 144510, 135193, 125818, 91414, 170299, 53497, 182072, 203557, 251384, 45282, 125873, 86790, 89863, 68922, 242974, 14556, 230282, 201919, 131069, 93035, 214509, 56352, 60342, 27407, 68844, 209437, 153789, 50047, 229346, 215981, 33972]","[161836, 130094, 166805, 232670, 74866, 195884, 78666, 128463, 112722, 130905]",86,2.378,123,46.48039215686274,0.0,0.0,0.034313725490196,0.0245098039215686,0.9411764705882352,0.1274509803921568,0.5490196078431373,0.3235294117647059,0.44029874,0.04743195,0.11214291,0.164943,0.04383658,0.0226507,0.07713811,0.09155801,0.07904238,0.06066035,0.20594046,0.20616494,0.27167694,0.17651493
15,2,final,193,"[241171, 93178, 247337, 86491, 4129, 89840, 243245, 67296, 153685, 173971, 100155, 134181, 77411, 220056, 2600, 209140, 171641, 153081, 8735, 153953, 194446, 103818, 196271, 153308, 54322, 120961, 198853, 61842, 113433, 66334, 200114, 56069, 74256, 98109, 226215, 108152, 156918, 230111, 90768, 117311, 100911, 114653, 66949, 38471, 154711, 137396, 56803, 193787, 81702, 174291, 140167, 15558, 198508, 41170, 127986, 161387, 143321, 1439, 116049, 12184, 90830, 40320, 143936, 39686, 189470, 218271, 231431, 69913, 54181, 20269, 252213, 16443, 66284, 5894, 44552, 14975, 8445, 61894, 226731, 153377, 101204, 216252, 219734, 37717, 10765, 246410, 15955, 91407, 2245, 102449, 39549, 203448, 92173, 165918, 139109, 117848, 163539, 65450, 238296, 116158, 162991, 118105, 16769, 90724, 198746, 85025, 219906, 233088, 48438, 229404, 90682, 23916, 212837, 90750, 43419, 116928, 126957, 138079, 245856, 9280, 173449, 18341, 113250, 245419, 26267, 158624, 98774, 232875, 237707, 152109, 3224, 134299, 235367, 237495, 214962, 75949, 87401, 147303, 145098, 75825, 227029, 73585, 93358, 209718, 149486, 192021, 191430, 121610, 203638, 65447, 16795, 235915, 120954, 248793, 88489, 224199, 199, 32090, 105370, 235915, 148397, 22722, 244333, 206305, 89192, 56822, 102058, 106661, 161346, 53612, 173391, 186705, 83629, 89646, 244999, 206319, 220612, 119154, 130724, 129109, 50047, 248289, 75177, 75335, 27778, 99693, 100687, 163484, 228655, 90989, 36325, 82821, 202140]","[149917, 122277, 25226, 42649, 114142, 10666, 108746, 249970, 180338, 86790]",48,4.06,78,42.968911917098445,0.0,0.0,0.0,0.0310880829015544,0.9689119170984456,0.0984455958549222,0.4404145077720207,0.4611398963730569,0.5169405,0.03754536,0.09096246,0.10824701,0.03035001,0.03540796,0.10148944,0.07905726,0.06520051,0.04342247,0.22760133,0.22170204,0.27328329,0.16879036
16,0,final,29,"[107175, 77255, 244728, 237699, 219025, 120223, 142136, 46334, 67124, 145962, 159681, 134758, 102838, 216240, 216018, 68983, 204099, 2876, 76440, 3590, 226865, 2249, 244066, 157279, 229176, 144853, 165771, 186466, 176771]","[12662, 206741, 121495, 158024, 203253, 86790, 166174, 6666, 202106, 69633]",7,4.333,23,45.51724137931034,0.0,0.0,0.1724137931034483,0.6206896551724138,0.2068965517241379,0.0689655172413793,0.1724137931034483,0.7586206896551724,0.6524184,0.01841317,0.05036194,0.07101432,0.06278831,0.00568172,0.06759625,0.07172589,0.07559383,0.04176669,0.21311364,0.20102054,0.30229691,0.16620838
17,2,test,63,"[77655, 72507, 89863, 137618, 157982, 113186, 164187, 189324, 102672, 32258, 73268, 68983, 243385, 125706, 190816, 180031, 211123, 122751, 41137, 237495, 16769, 151584, 216252, 98794, 99868, 213198, 242886, 169950, 48364, 51227, 217464, 146657, 101348, 208661, 81905, 197337, 204678, 219734, 234858, 158334, 125154, 243313, 131757, 103315, 138497, 223748, 215386, 40301, 131216, 232960, 16252, 218750, 86790, 143123, 221079, 53497, 36416, 203557, 198482, 102371, 234471, 207117, 157461]","[131069, 102197, 241039, 46103, 41621, 213083, 47522, 114738, 17295, 43658]",28,2.281,45,46.714285714285715,0.0,0.0,0.0158730158730158,0.0793650793650793,0.9047619047619048,0.2857142857142857,0.492063492063492,0.2222222222222222,0.4293707,0.04644996,0.08375376,0.1697857,0.06361275,0.06468874,0.05612504,0.08621336,0.06530125,0.04427835,0.23285596,0.20803233,0.28318509,0.16634701
18,1,train,124,"[2125, 249870, 149636, 190008, 225852, 102192, 153240, 229720, 150372, 24082, 233897, 244627, 131355, 5889, 124094, 63263, 45495, 210921, 83674, 245084, 157240, 207772, 144271, 118618, 149365, 67273, 61815, 207513, 44387, 236961, 96114, 232281, 191177, 151572, 32427, 135627, 106017, 35237, 206765, 219965, 217395, 219531, 107705, 96623, 185467, 128223, 184920, 15981, 32876, 13597, 174133, 216540, 212573, 68045, 241312, 707, 3065, 164672, 163713, 197694, 42685, 105370, 225936, 177254, 221838, 246933, 240777, 193787, 10377, 163154, 25252, 92908, 3964, 251087, 153081, 57029, 183791, 144885, 219497, 184213, 81339, 74256, 73062, 203140, 92421, 231626, 108814, 18038, 97656, 229263, 143044, 197764, 192515, 243775, 208529, 191387, 146644, 168040, 51662, 144973, 220883, 63263, 199917, 160482, 194775, 103728, 132821, 25286, 38791, 197800, 96114, 228829, 148397, 82540, 228188, 47305, 33288, 206162, 135996, 24056, 212573, 200995, 107436, 36032]","[11597, 217395, 116178, 136167, 246691, 144545, 83674, 149820, 19529, 164650]",5,26.8,63,50.975806451612904,0.0,0.0,0.0,0.0403225806451612,0.9596774193548387,0.0806451612903225,0.5483870967741935,0.3709677419354839,0.40005062,0.10125466,0.0755443,0.13778143,0.07234429,0.08608565,0.05971323,0.06722582,0.07298996,0.07755453,0.214552,0.21684075,0.23409898,0.18396378
19,1,final,32,"[8680, 174823, 152942, 171931, 246576, 4273, 37910, 17135, 45137, 114822, 155260, 152371, 251015, 133667, 13725, 62911, 37933, 197818, 121152, 53444, 242046, 17504, 216445, 29626, 220883, 223175, 247450, 124680, 22429, 142306, 205239, 142703]","[29032, 36372, 2180, 14281, 171805, 173670, 121355, 240945, 19554, 172431]",12,2.625,33,38.21875,0.0,0.0,0.0,0.0,1.0,0.125,0.53125,0.34375,0.30717217,0.0450689,0.21892817,0.20616902,0.03865328,0.09146187,0.04714673,0.04539986,0.09506,0.07031349,0.15016912,0.17652556,0.28199255,0.22593928
21,3,train,17,"[18212, 169444, 32789, 36, 208864, 15951, 3884, 52361, 62212, 196408, 212184, 231418, 10608, 235531, 129898, 45713, 54030]","[90663, 105876, 39424, 101429, 150312, 165145, 181218, 162121, 231176, 154080]",10,1.688,27,39.76470588235294,0.0,0.4705882352941176,0.2941176470588235,0.0,0.2352941176470588,0.3529411764705882,0.4705882352941176,0.1764705882352941,0.2116999,0.08257589,0.19205581,0.24846288,0.06708891,0.06231697,0.0083676,0.12743203,0.12234076,0.06431793,0.1490198,0.1419859,0.28666308,0.23567254
22,3,train,146,"[29622, 114403, 160465, 126298, 173916, 96186, 203867, 200845, 213975, 125617, 220833, 195063, 56219, 131736, 105061, 176447, 149620, 29264, 145494, 90196, 224099, 62018, 79523, 66830, 199433, 134388, 226797, 114220, 232521, 237493, 132143, 69078, 99929, 184208, 61168, 196978, 129628, 251373, 12433, 251133, 248579, 204904, 138462, 125751, 248811, 80371, 141801, 107883, 251292, 227723, 23401, 916, 163050, 57383, 3142, 99298, 124497, 989, 246540, 251898, 235144, 42814, 2149, 39830, 168254, 166074, 96567, 172058, 170291, 196797, 234234, 43255, 250934, 234986, 174209, 6664, 69756, 169128, 11748, 239898, 36933, 218478, 147123, 63633, 12274, 151281, 57738, 222339, 66497, 126940, 65642, 25990, 107747, 196254, 221649, 67746, 141701, 104306, 165168, 224018, 113608, 98787, 137105, 237958, 40573, 213665, 3415, 179484, 36173, 146333, 12583, 24946, 4739, 218200, 9376, 59680, 3849, 3104, 43637, 114302, 53362, 77789, 107883, 85909, 136056, 231697, 175988, 117129, 193436, 107097, 231171, 248824, 187724, 40927, 47692, 149600, 194093, 153456, 108078, 5790, 42999, 180162, 174684, 117991, 38921, 110202]","[167724, 80108, 248613, 223518, 249282, 232444, 7850, 202695, 58978, 121824]",86,1.696,69,49.50684931506849,0.0,0.0,0.0410958904109589,0.136986301369863,0.821917808219178,0.273972602739726,0.6027397260273972,0.1232876712328767,0.38969902,0.05427089,0.09498698,0.24722994,0.0142923,0.07170397,0.0530755,0.07474141,0.0919591,0.04601091,0.20476443,0.17100992,0.2952847,0.19097093
23,1,final,31,"[24902, 242974, 121753, 152463, 191177, 57572, 180201, 33266, 63352, 245418, 151621, 16775, 17649, 187162, 85508, 251981, 37942, 209209, 24004, 25732, 249785, 223774, 74516, 247054, 57996, 251276, 37636, 250306, 147795, 26659, 98412]","[70163, 241165, 217395, 154711, 40029, 76162, 36215, 86421, 229720, 234445]",19,1.64,26,42.87096774193548,0.0,0.0,0.0,0.0,1.0,0.0967741935483871,0.6774193548387096,0.2258064516129032,0.40325323,0.05883887,0.11811708,0.21119233,0.03809476,0.03950611,0.05603813,0.07495949,0.07593068,0.07613268,0.20493745,0.19968616,0.23736339,0.20594965
24,1,train,15,"[68844, 250306, 180201, 105615, 86790, 245084, 165998, 153789, 11397, 103098, 147578, 103301, 171144, 161521, 243045]","[136417, 77610, 124237, 187032, 59604, 184725, 49352, 82821, 50662, 175640]",10,1.471,19,46.93333333333333,0.0,0.0,0.0,0.0,1.0,0.0666666666666666,0.8,0.1333333333333333,0.3039939,0.05830828,0.09802166,0.24507651,0.07268945,0.06383506,0.1367131,0.02136205,0.08135857,0.0672846,0.20053325,0.19731652,0.27135423,0.18215282
25,3,final,100,"[44388, 121245, 121523, 96397, 188107, 26272, 114193, 250707, 215955, 204723, 34900, 10204, 127736, 42147, 143682, 130032, 50935, 214159, 213671, 154321, 25809, 97839, 117652, 181133, 137219, 211000, 220089, 81875, 196582, 108877, 81360, 24319, 116522, 133974, 61534, 207849, 49753, 98412, 114600, 204457, 148397, 222380, 71305, 18871, 192136, 17831, 4251, 157126, 160226, 75705, 141958, 196898, 212781, 211629, 103224, 29706, 84281, 100793, 223352, 218685, 57265, 199180, 104009, 216348, 73909, 20919, 59484, 236852, 152111, 174797, 204136, 196285, 223586, 87863, 111863, 22904, 234135, 14235, 1290, 62491, 182174, 72556, 13904, 13559, 251617, 210041, 169152, 236247, 63087, 3264, 9153, 221354, 185933, 191316, 65532, 106496, 76387, 145005, 92846, 221158]","[182891, 102881, 163303, 166383, 224751, 203454, 214741, 47734, 198769, 73465]",33,3.056,95,51.33,0.0,0.04,0.11,0.42,0.43,0.07,0.54,0.39,0.30711268,0.09181316,0.14206225,0.20776789,0.04866235,0.05438189,0.05731568,0.09088412,0.09171372,0.07908588,0.19271297,0.18296437,0.25490684,0.19861623
26,3,train,124,"[178187, 82207, 68868, 126954, 85608, 206182, 245848, 170635, 10683, 169134, 57232, 130274, 148285, 27560, 168455, 230186, 146109, 15579, 23576, 14937, 113737, 30052, 17097, 29883, 171336, 178702, 219492, 158000, 105764, 223852, 83073, 14539, 20205, 128222, 158749, 51095, 122930, 105574, 238164, 138232, 38245, 213716, 23824, 227418, 60195, 42678, 181536, 227465, 205250, 78963, 5668, 237748, 63184, 234087, 184479, 171412, 84596, 73995, 155540, 169034, 205883, 198420, 168507, 141317, 135387, 42921, 905, 114706, 160679, 79248, 245633, 135769, 55292, 66741, 142474, 197422, 118330, 108375, 191675, 179030, 105644, 48091, 79258, 144064, 64294, 46981, 167231, 115140, 210103, 200073, 243432, 48939, 45015, 241648, 16699, 168126, 87172, 243500, 67763, 12283, 29967, 238860, 30185, 234948, 121804, 103176, 105129, 3071, 127224, 163653, 28412, 217448, 237330, 119732, 45596, 232395, 102610, 138368, 227127, 75713, 85752, 84597, 162436, 45660]","[90394, 112337, 109351, 248788, 146924, 149720, 149123, 233049, 115059, 241230]",32,3.829,117,50.95161290322581,0.0,0.1693548387096774,0.6774193548387096,0.1048387096774193,0.0483870967741935,0.0887096774193548,0.3225806451612903,0.5887096774193549,0.20477799,0.08151626,0.12818556,0.3285993,0.07073526,0.06834455,0.0374957,0.08034538,0.1249156,0.07330287,0.13909351,0.15585164,0.28332041,0.22351597
